,Review,Polarity,Subjectivity
2261,"This movie is hardly even a movie. Its just some random moments merged into this boring cgi mess, not making any sense, created for the 5 seconds culture of people that consider michael bay movies the pinnacle of modern cinema.",-0.3533333333333334,0.5033333333333332
1591,"The Emperor IS ALIVE then dies in less then a 3-min fight, whats with Disney and force users dying from using the force? , they have completely ruined 7-9 for me with this ending.
Palatine is beat because he chose to shoot lightning at a lightsaber, which has proven ineffective in every movie let alone battle he fights in???? Then Rai Dies from deflecting the lightning with a lightsaber?. then Kylo dies reviving her lmao what a terrible movie, just go see it and think about what you actually saw. CHEESEY. Thanks for making episodes 1-3 look like masterpieces.",-0.02380952380952381,0.45238095238095244
1421,"I heard it was bad, so I streamed the first part to see if it was less bad than every reviewer I've seen said it was.
It was worse.
At 17 minutes in, it's already unwatchable. It would take a novella-length rant just to point out everything wrong just in the first quarter of an hour.
I definitely won't be going to the cinema for this utter mess, and won't even bother streaming it when it arrives on Netflix or equivalent.",-0.21416666666666662,0.5241666666666667
2758,"Not in the same league as the first few ""episodes"" of Star Wars. Tries to evoke some of the old magic but fails miserably. Utterly boring. I almost always watch the whole movie, even the bad ones. This was one of the few I quit about an hour in. Don't waste your time.",-0.15416666666666665,0.3854166666666666
837,"Dont go in this movies with unrealistic expectations, its just Star Wars. And for me Star Wars always was a guilty pleasure.",-0.5,1.0
6026,This movie is just disney trying but also failing to please nostalgia. Predictable from the 20 minute mark.,-0.2,0.5
6213,"I knew it wouldn't end well but I never dreamed it would be this bad. When George Lucas was banished from Star Wars I thought at the very least we would be spared another ""make it up as we go along"" story a la prequel trilogy. Alas it was actually worse. We got the most pointless movie of the most pointless trilogy in the history of cinema. An exceptional failure of titanic proportions . This one had it all. A lazy empty headed script. A flimsy convoluted story with preposterous character motivations. Flat, boring , annoying characters. The originality of a volcano project at a science fair. A complex weave of horrendous flaws all being perpetuated by Disney itself. Why was JJ Abrams not under contract to direct all three films? Why weren't the writers made to create a script of all three films initially to ensure continuity? An absolute sham. Shame on you Disney and George Lucas and JJ Abrams for putting out such a blatant money grab and shame on the herds of fans that blindly pump this generic movie making machine with all of the fuel it will ever need. I could keep going but like most involved with this crime I ran out of caring.",-0.12365384615384613,0.5645512820512821
3134,"I just came from the cinema shaking from excitement. After TLJ I had lost all hope for Star Wars, but oh boy this one made me regain my love for the SW movies. JJ Abrams is the retcon absolute master. I sincerely do not understand how this movie has such bad reviews.",-0.049999999999999975,0.6333333333333333
2553,"Sometimes you just imaging Disney people brainstorming ideas and the big boss saying ""Raiding a Battlecruise with horses!"" and all the bosses wannabes in the room screaming ""Yehaaa!!!"" while the new guys stay silent... and sad.",-0.09090909090909091,0.41363636363636364
3611,There is a moment in the film where the entire theater i was in collectively groaned in disappointment bordering disgust. u all will know when u see this film. 🙄,-0.3,0.5125
5460,"This movie was so bad, not only as a Star wars movie, but as a movie in general. So bad that it makes The Force Awakens look good. Let's start with:",-0.12999999999999995,0.6866666666666666
2232,"If you want to see Star wars, don't watch this movie, because that is definitely not what you wanna see. Doesn't feel like the Star wars we all love. But if you see rise of Skywalker as a separate movie it's not too bad I guess. Some things didn't make sense, the dialogue is meh and the whole film is very predictable, but overall not so bad.",-0.1371428571428571,0.49761904761904757
3732,"I'm severely disappointed with the entire new trilogy. Imagine if there were no play on nostalgia within the plot line. No similarities, just something new. Then maybe... MAYBE this would have been good. But J.J can't pull that off. He and the rest of his script writers at Bad Robot are utterly worthless and I think this trilogy is a testament to that. I'm glad it's over and I'm hoping for a much brighter Star Wars future.",-0.05772727272727274,0.5775757575757576
6058,It had ups and downs but still so many plot holes. I so want to like it and when you are like OH DAMN! they throw in an unexplained mary sue happening and it makes me so sad. But the spund was epic and it had some chilling parts in it.,-0.06500000000000002,0.5599999999999999
366,"This movie was slapped together after several reshoots trying to undo the horrible direction RJ took in TLJ. Without a clear direction through the 3 movies there was no way this was going to end well, and it didn't.",-0.3,0.4611111111111111
5967,"Now don't get me wrong , I've been a live long fanboy and have hated how Disney have treated this IP. I though the force awakens was okay and the last Jedi to be god awful.",-0.2590909090909091,0.5809523809523809
3573,This movie was made with the sole purpose to spin-off other movies. Cheap. Unoriginal. Mindless. Disrespectful.,-0.025,0.465
5931,"I went into this film with trepidation given the mixed reviews. But I need not have worried. A masterpiece that drew together the complex narrative of four decades of story telling in a manner I can only describe as glorious. I know some didn't see this film this way. I can't understand why. But all I can tell you is I walked into the cinema when I was six to see episode IV, and it captivated me like no film has since. And at 47 I left the cinema after seeing episode IX and felt that same sense of awe . A story of a lifetime.",-0.06,0.355
5735,"I thought the storyline of Rey and Kylo being connected was well done with good acting by both. Overall I did like the movie except for Fin. WTF why is ALWAYS he thinking he has to try and ""rescue"" Rey. She's basically a Jedi and can use the force. That was just ridiculous and annoying. His character has no purpose after the first film as he mostly just gets in the way. Jar jar as a stormtrooper deserter. Ugh.",-0.02291666666666667,0.5416666666666667
3301,"Anyone knows any good anti-depressants to make me feel better after watching this? I promise you that you will never watch another Star Wars movie after watching this. The last 3 have sucked and enough is enough. Yes certainly Disney will issue another 10 of these, but the laws of diminishing return have been attached, clamped, stuck to Star Wars now forever. Truly 'Disney Star Wars' sucks.
Keira Knightley is as useless as ever. She is still thin, but with short hair is even more annoying. She is a boating champion Mary Sue Nightingale.
The interracial romance is pushed under the covers.
The lame last scene was sponsored by the Interrnational Association Of Vomit Bag Manufacturers and
I have a hunch that the casting call for this film was conducted in the dark especially if casting couch was involved.",-0.045982142857142874,0.5002976190476192
7838,I hated The Last Jedi - This movie is not that movie.,-0.45,0.3833333333333333
1859,"I had a free ticket, but still had a bad feeling after seeing this",-0.1499999999999999,0.7333333333333334
1949,"The battle continues. We discover Rey's heritage and I admit I was wrong about Obi-Wan. We quickly find out the Emperor and Ian McDiarmid are still alive and control little Darth as they go on planet destruction. Past characters are brought into the feature, both living and dead. Thank you for not reviving Jar Jar Binks. There is plenty of action and Rey is seemingly placed in a no-win situation. Billy Dee Williams makes a surprise return, as does Mr. Ford.",-0.08630952380952381,0.43571428571428567
771,"Star Wars: The Rise of Skywalker is what a SW film would look like if directed by a Pulp Fiction era Tarantino, while on a drug binge: a bunch of half-realised scenes and set-pieces, thrown into the air and edited together at random, into one, unholy migraine-inducing mangled mess, and then cynically packaged as a film for the mindless, mouth-breather masses.",-0.36874999999999997,0.64375
3388,"J. J Abrams is the most awful director in Hollywood
This movie is full of bug.",-0.05000000000000001,0.6833333333333332
4240,All the unnecessary scenes where one couldn't handle the situation and another guy needed to save the one. Poe and his former Girlfriend. Lea saving Rey by distracting Kylo. Han Solo giving Kylo hopes... etc etc.,-0.2,0.45
711,"I refuse to believe that there is people that would rate this garbage higher than 4, and that probably just the CGI. Mortifying bad play from ALL ACTORS, horrible, cringe worthy acting. Absurd writing, inconsequential story, god i can probably go and dissect every minute of it and find something mind boggling.",-0.26944444444444443,0.6944444444444443
1436,"This movie is made just for easy money. I really think that Abrams as person be a cretin. Probably to attract other cretins some other cretins are necessary. Now imagine some proud heroes ride horses on a Star Destroyer into the space. Imagine, you can. If a viewer can justify this idiocy, it means that idiots are always happy to be defrauded by scammers. Aren't you tired to be used as useful idiots!?",-0.018055555555555564,0.6236111111111111
2855,Everything about this movie is disappointing. Nothing but poorly timed jokes and original cast members to make up for a lack of any story.,-0.20833333333333334,0.6833333333333332
1779,"Driver was good the rest was a desperate, unoriginal rehash. There is no plot. It's like watching kids in a playground playing at Star Wars. A disgraceful shambles.
BTW the Lawrence of Arabia ""homage"" was laughable.",-0.13,0.54
3479,"I hate everything in eposide IX, totally non-sense and dont know what am I watching for the whole night.",-0.20000000000000004,0.6833333333333332
675,"As a long time fan of Star Wars and movies in general I followed all the leaks and rumors, because I was curious of what would happen after the very bad episode 8.",-0.25249999999999995,0.6916666666666667
2715,I think this must be what a complete fan service movie looks like. JJ destroyed everything he tried to build in The Force Awakens. The movie felt so forced and cringy almost every minute of it.,-0.10000000000000002,0.30000000000000004
673,"The left agenda at the end with a gay kiss? Bestowing life? So many resurrection and dead appearances? Plot holes? Weird powers like a Zeus's novel or something...this was indeed the worst star wars. Incredibly commercial, lack of awe inspiring good story. Just a mess! Why on earth did Ben's mom die just to say ""Ben""??? Seriously I give it a 3 at least for the effort and some nice scenes. The rest was awful.",-0.059672619047619044,0.5946428571428573
1922,"Waste of time and money, messed up plot. Such crap.",-0.3333333333333333,0.43333333333333335
4360,Star Wars the biggest tale of heroics on the planet is stupid and so boring. So much talk and no sense. No magical or true force scene. Nothing!,-0.2825,0.77
7794,"Spiritually corrupt, but - BUT! - also flat and artless in a way that not even the worst Star Wars movies have been before.",-0.5499999999999999,0.7083333333333334
227,"First of all, this movie was neither perfect(10/10s) nor very worst(1/10s). The Last Jedi was very bad on the Star Wars Saga but The Rise of Skywalker was watchable. Because of Rian Johnson's ilogical story telling on TLJ, TRoS is facing heavy criticism.",-0.13199999999999995,0.4133333333333333
6877,"So we're just gonna pretend that Palpatine didn't father Anakin through the force? Which makes Rey Luke and Leia's cousin?? Which makes Kylo Ren....y'all NASTY. the movie wasn't meh but it wasn't Awesome either. And it wasn't bad but it Definitely was NOT good. I don't know what to say apart from, I am THOROUGHLY disappointed. I mean, God gave you Adam Driver and this is what you've done with him? He barely had any screen time! The movie felt like a remake of The Last Jedi (which I loved) but at the same time pretended as if the last two films never happened! Really? I'm gonna pretend THIS movie never happened. If y'all wanna read a proper ending to the Saga I suggest reading 'A collision of Stars' by dustoftheancients on Archive of our Own. Or literally any other fan fic. I sure will in order to cleanse my soul from whatever the heck this was. Thanks A LOT, J.J. Abrams. 😤",-0.033823529411764704,0.4780228758169933
829,Recycled and cannibalized ideas from previous films with no real direction. Hollywood has made statements by using as many women as possible and in one scene does something abominable! This is no longer about the vision George Lucas once had but now a platform for politically correct BS. Not even Star Trek ever did that. I thankfully did not pay to see this. Don't waste your hard earned money,-0.036904761904761905,0.3726190476190476
97,"The final piece in a trainwreck of a trilogy, doomed to fail by corporate greed rushing these films out with no planned story at all, and it shows.
This film feels like it's missing JJ Abrams' 8th film.
The villain is rushed, elements of TLJ are either swept under the rug or very quickly resolved.
I'm not saying that TLJ was without flaws, because it's got pleeeenty of those. That being said, at least it had a direction. Had this film embraced that direction, I think we could've had a 6 or a 7 out of 10 rather than a 3. Everything is confused, and rushed, and the fact that the story is so awful means I can't appreciate really cool things like Adam Driver's acting, the VFX, cool new mechanics like the force co-op play between the two.",-0.0941919191919192,0.48787878787878786
1618,I'll never get the 4 minutes and 17 seconds back that I wasted on this utter tosh.,-0.06666666666666667,0.3333333333333333
1830,The failure (so far) of Disney Stars Wars is now complete with the release of this fitting ending to a horribly mismanaged sequel trilogy.,-0.12333333333333334,0.64
1091,"It was wrong in almost every possible way!
The title is wrong.
The action is wrong.
The script is wrong.
The plot is wrong.
The 3D effect is wrong.
The only good thing was the end, it is finaly over.",-0.22000000000000003,0.8100000000000002
404,"Going into this I knew this was going to be a train wreck, why does Disney put such garbage out!!! They officially killed my childhood!",-0.125,0.25
1467,This sucks.,-0.3,0.3
810,"This movie has bad dialogs, bad flow, bad story, it's inconsistent, doesn't have any direction, every action is predictable.",-0.43999999999999995,0.52
2253,"I am a long time Star Wars fan. When I was younger, I watched the original trilogy. I read books. I played video games. I watched all the movies as they came out, including the spinoffs. I am older and busier now, and although I did not love Episode VIII, I was looking forward to finding time to watch Episode IX. I was disappointed. The final movie of the canonical Star Wars 9 repeats the flaws of Episodes VII and VIII on a worse",-0.11354166666666667,0.5541666666666666
4151,Utter utter drivel. Just another cash cow for the star wars saga.,-0.044444444444444446,0.7222222222222222
1984,"Go on YouTube and search ""Star Wars Fans are the worst"" or ""Star Wars Fans ruined the franchise."" You'll see what I'm talking about.",-1.0,1.0
5468,The final episode of Star Wars saga was quite disappointing to the Star Wars followers.,-0.3,0.85
7056,Absolutely boring and the magic of SW is lost forever. Lot of sfx but no sense.,-0.25,1.0
2070,"Shocking, messy, awful! Disney has taken what was a classic trilogy and turned it into an Cheesey American advertisement for Benetton ,,too many ,pointless characters,,, I want to wake up in the morning and hope it was a bad dream!!",-0.3479166666666667,0.5291666666666667
733,It receives 1 star for its sometimes decent visuals. The rest is absolutely terrible. However that mess of a story got created will remain more of a mystery than the force itself. It is absolutely clear that this last piece was written after and not before shooting the previous parts. They will erase this new trilogy in the future soon. I feel sick after watching this. Shame on the writers and producers.,-0.1152922077922078,0.4395021645021645
878,Ignore reviews that give you 1/10 or 10/10 This movie is neither great of bad. JJ always had an uphill struggle with the mess that was created in TLJ and had to undo a lot of it within 2h20m as well as wrap up everything from the original trilogy at the same time so there are always going to be people that don't understand this and give a stupid 1/10 score. The plot is basic and by the end you're left barely satisfied but is understandable. This movie was never going to wow people or leave them blown away so if you expect that then yes you'll be disappointed but if you go into it with half a brain you'll be left satisfied.,-0.022619047619047594,0.5363095238095238
1135,"This movie/sequels is like the mouse flipping off George Lucas while taking a shiz on his vision/creation. Episodes 7, 8, and 9 are a reboot of 4, 5, 6 obviously. Palpatine was the icing on the cake for the end of Star Wars. The prophecy of Anakin bringing balance to the force is destroyed and meaningless. He doesn't kill Palpatine because Rey kills Palpatine for some reason. The worst message these movies bring is getting rid of the old and bringing in the new. Constantly bombarding this message knowingly. Destroying the ancient Jedi text for no reason, C3PO losing his memory, and R2D2 being unable to function. Disney uncanonized many stories and books that were canon before George gave Star Wars to Disney. It's an insult to the old characters in the original trilogy and the prequels. It's an insult to George Lucas. Remaking his work into a lesser version of the originals. It's an insult to Star Wars as a whole.",-0.06066433566433566,0.4875291375291376
190,What a depressing load of garbage this movie is. Truly it's a diaster that Hollywood went woke. Modern movies typically have no entertainment. They're just trying to tick virtue-signalling boxes.,-0.18888888888888888,0.5666666666666667
7800,"This movie falls short with The Last Jedi. This is not the best one to end this saga. Some unnecessary scenes and so so battles, including the last one, I think that was the worst.",-0.06666666666666667,0.4388888888888889
5071,Don't get me wrong this by far not the worst Star Wars movie nor is it the best it in between I been a Star Wars fan since the beginning but this movie did not fix the problem with the last one or and anything new it there to entertain you for two hours,-0.043939393939393924,0.6202020202020202
2571,"Everything is over-sized with no substance from the inside. Just an awful way to end this saga. Don't try to BS me with the return of Palpatine, when it is so obvious that he is shoehorned in as fan service.",-0.5,0.75
3161,"It's that a Star wars?
I don't think so
This is real trash
This trash destroyed all amazing things about star wars story
I hate this movie
It's soooo awful",-0.25,0.775
7011,"This movie started off campy, hokey, too fan service focused. A lot like the rest of the series. It was definitely a little too short, missing some of that character building between Finn and Rey etc. It was deeply ridiculous, to the point I rolled my eyes. But that extreme lows of this movie was matched by extreme highs. The cinematography and music were next level even for ST, the scenery and puppetry was as well. The story arc tho, inspired, the chemistry of Rey and Ben was palpable. The cheese of star wars as a whole was blasted full tilt but so was its romantic heroism. It was a lot. And it was fun, sad, hilarious, stupid and very very memorable. I'll watch this again and again.",-0.051225490196078416,0.6411764705882353
7482,"I am a serious Star Wars fan and this movie was, like the rest of this new trilogy, a major disappointment. It felt rushed, sloppy, and overdone. It is clear Disney didn't make any plan before they started making Star Wars movies and it is even more evident they don't understand their viewers. Most of this movie doesn't make sense and feels a bit like the last season of Game of Thrones.
I've decided to forget the Disney trilogy ever happened.",-0.01828512396694214,0.4428374655647383
3013,"Although it was heartbreaking to see the end of what has been an era-defining universe (at least on the Movie screens, with Mandalorian running riot on TV/OTT), The Rise of Skywalker leaves you with a sense of closure and satisfaction.",-0.3,0.4
2286,The path to salvation is to tread the dark side my young apprentices. The Rise Of Skywalker brings you in and replenishes the coffers of the temple of the sith by a billion dollars adding to the billions from previous installments since our ascension to the throne of Star Wars.,-0.07222222222222222,0.32222222222222224
7500,Worst Star Wars movie I've ever seen. One of the worst movies I've ever seen. Period.,-1.0,1.0
841,"Simply bad, there's no character development, and a coherent structure or rhythm to keep the audience hooked.",-0.09999999999999992,0.6833333333333333
859,"It's a bit meh. Not bad just a bit cheesy like a parody at times. Wasn't definitely engaged in the story, it seemed similar to practically everything we have seen before and unusually fake. For some reason they have failed to continue the level of quality held by the two former films.",-0.1642857142857143,0.5523809523809523
7204,"This movie felt like a reaction to the car-crash-that-was the last Jedi.
Thought this had potential for about 50% of the film and then it went down the u-bend.
Sad really as the force awakens was a return to form/genre that left lots of potential.",-0.06507936507936508,0.507936507936508
559,"I can't sit here and rant about every plothole and nonsensical moment in this movie , but there's no point in that. AngryJoeShow made a 2 HOUR video going over everything they could think of in this movie that makes no logical sense and it still wasn't enough.",-0.0625,0.375
4724,This film is just horrible. There is no way to enjoy it and honestly it is as bad as the last jedi.,-0.32499999999999996,0.5583333333333333
1845,"I've been a Star Wars fan from the first trilogy that I've watched when I was 7 or 8. It was a simple yet powerful story, greatly entertaining but always - from the very beginning - with major flaws. I've always thought that it was a common thing among fans to just accept these flaws and go with it. Some great work has been done in the extended universe with the comics and recently the series ""The Mandalorian"", but when it comes to the trilogies, no masterpiece was ever there. It's always been a patchwork of inspirations with no original content but it worked with its simplicity and universality, and sometimes, with true moments of greatness. That's the way I've always considered Star Wars.
If there is anyone to blame for the uselessness of The Rise of Skywalker, it's neither Disney, Rian Johnson or J J Abrams but the hardcore fans. The Force Awakens was not appreciated because it resembled too much of the original trilogy, The Last Jedi was hated because it had the b*lls to make something different and now The Rise Of Skywalker is hated because no creative choices were taken to make everyone happy ! It is the worst Star Wars in the entire saga because, yeah, everything that's supposed to happen, happens. That's it. No surprises whatsoever, no true moment of greatness, but a predictable plot filled with nostalgia and fan service as if to answer ""We're sorry, it won't happen again !"" to the outcry of The Last Jedi.
Star Wars used to be simple but never dull, this time it's both.",-0.0018678160919540097,0.5795155993431855
4001,"With ""The Rise of Skywalker"", the leading cast Adam Driver and Daisy Ridley show their finest acting of all three ""Star Wars"" movie, they participated on. The production led by Kathleen Kennedy and J.J. Abrams is rock solid down to his final cut appearance.",-0.038888888888888896,0.3472222222222222
2524,"Imagine having so long to write a movie and then basically rehashing Return of the Jedi, with a sprinkling of Empire in there. Honestly I'm confused as to how it also feels rushed while simultaneously dragging on. Very anti climactic.",-0.08333333333333333,0.46666666666666673
2646,"Saw this with my kids on opening day. Ignore all the idiot fanboys who are rating it a '1'. Anyone who is biased enough to rate a movie ""1"" isn't worth listening to.",-0.16666666666666666,0.46666666666666673
99,"Well if a movie is shot on a budget of nearly $300 million and generates over $ 1 billion in ticket sales that overrules any argument we as disappointed fans may have over the creativity, timing and durability of the movie itself.
At the center of it all it's just a business, money talks all else takes the walk. As a disappointed fan that's all I have to say.",-0.375,0.5
433,"What a sad, depressing, disappointing, empty, soul-less, joy-less abomination of a movie. THE FORCE AWAKENS had some potential, then THE LAST JEDI took a huge dump all over that, and now THE RISE OF SKYWALKER is just an absolute mess that tries desperately to dazzle everyone with huge action, bad humor, and sickening amounts of member-berries. the Skywalker Saga began with THE PHANTOM MENACE and ended with RETURN OF THE JEDI. this Disney Trilogy is meaningless. they resurrected Palpatine just so that Mary Sue could kill him again, which makes Anakin's redemption and sacrifice completely worthless. they're trying to tell us that Rey is the ""real"" Chosen One, but she has no character, no arc, no hero's journey, no depth, nothing that makes her interesting in any way. the same goes for all the other new characters, and all the original characters have been completely ruined, reduced to failures, and killed off. i will never watch this trilogy again, it is not canon, it serves no purpose, it has no meaning, it is completely incoherent and didn't make me care about any of the characters or any of the so-called ""story"". Kathleen Kennedy, Rian Johnson and JJ Abrams had the opportunity to make something great, but they completely failed. their trilogy is irrelevant and should not be considered part of the Skywalker Saga. all the Skywalkers were killed off, and Mary Sue Palpatine took their name and their home. it's disrespectful to the legacy of STAR WARS and needs to be erased from canon and forgotten.",-0.1362878787878788,0.5743181818181818
2112,"The rise of Skywalker is every single problem in TFA and TLJ time 10 to make the worst Star Wars film to date. While it is a well made movie and all the actors (especially Oscar Isaac, Adam Driver, and Ian Mcdiarmid) try their best with what they are given, everything else is an insult. The writing is bogged down by fan service, video game side quests, retreading of the other movies, and trying to undo what the last Jedi did even though that was a way better movie because it at least focused on telling its own story not just trying to please everyone. On top of that, the score is pretty much the same themes we heard over again, the emperors inclusion in general is confusing and unnecessary, Kylo goes back to square one as a wannabe Vader rip off, the visuals while well done are not creative, and the ending is just one big middle finger to the fans by just giving them a unsatisfactory ending. I will defend aspects of force awakens and last Jedi, but this one I can't defend anything in this film.",-0.004249338624338623,0.4348544973544974
1018,"This movie is one, big, incoherent mess that does a definite disservice to the Star Wars legacy. Do yourself a favor and skip it.",-0.09375,0.23541666666666666
7512,"So glad its over, great CGI, but it isn't enough to hidd a weak story and characters. The two previous movies were awful but this one went above and beyond. No soul what-so-ever was put to do this.",-0.03452380952380951,0.5916666666666666
2409,"I was just totally confused by what they were trying to achieve, it starts by looking badly animated then you have a host of comedy actors playing the villians.
The story just jumps around, tbh i didnt mind the first but this was awful, dragging everyone out of retirement for what reason i couldn't fathom.
Sorry i have nothing good to say about this film, except dont watch.",-0.27499999999999997,0.7166666666666668
4951,This was amazing... too bad the world is full of disney haters that would give it a bad review no matter what...,-0.1124999999999999,0.6958333333333333
2756,"The apparent end of the Star Wars franchise was what I expected. I don't see how they would expand the franchise beyond here, and I hope that they don't. Carrie Fisher deserves to rest in peace.",-0.025,0.375
550,"Wow, I don't know where to start. I grew up with Star Wars. It's so sad to have seen it get progressively destroyed over all 8 movies since the original trilogy.",-0.00833333333333334,0.9166666666666666
2817,"This movie looks like it was made by a pocket calculator not by humans. How can movies like this come out at this level?
Everything that happens in this movie has basically zero justification and the whole scenario is just a cheap and fake knockoff of previous star wars movies.
It is the embodiment of Hollywood's shallowness and materialism
How can a production of this scale be associated with such idiotic scripts and ridiculous acting and superficial creative image.(I'm not even sure it's the actors' fault they acted so badly, because the parts and the characters are so fake and weak)
I would be ashamed to put out a film like this under the star wars name!",-0.1334935897435897,0.6754273504273504
1028,//We got gypped! Announced runtime is 155mins and actual runtime is 141mins. I have been Star War fan for life and never felt so betrayed and taken advantage of... Where are the missing 14mins? I blame Rian Johnson for steeling a reel from this beautiful film out of resentment of GoT fans. It must be a terrible movie which they cut their losses? Why is no one complaining about this travesty?!//,-0.08750000000000002,0.5375
3177,My son and I finally got round to watching this film last night on Disney plus and we thoughraly enjoyed it. After all the negative reviews I hadent purchased it unlike every other Star wars film I will now be ordering the bluray off Amazon asap to add to my collection,-0.020833333333333332,0.49027777777777776
3051,Looking at it now the Rise of Skywalker looks like a failure because people are so focused on the things that can go wrong when you have 2 directors for a trilogy.,-0.4083333333333333,0.6
1044,Rise of Skywalker is a woke version of Return of the Jedi. Lazy writing. Bad character development. Overall a bad movie.,-0.4124999999999999,0.5833333333333333
