,Review,Polarity,Subjectivity
2175,"The Force Awakens is the latest victim of what I call Nostalgia baiting. Other movies of same genre are Star Trek Into Darkness, Terminator Genesis, Spectre, etc. It's a rushed poorly constructed movie filled with iconography from the past to make you forget about how bad it is. ",-0.08124999999999999,0.48333333333333334
1931,"I found myself really trying to like this movie...it was hard. Was it all bad? No, of course not. Most any bad movie has its virtues. ",-0.3483333333333333,0.5149999999999999
2385,I hate it,-0.8,0.9
3619,"Star Wars lives! Or at least, continues ...",-0.3,0.4
1820,"Well, where to begin. I must admit I didn't get on board the hype train about this film as the recent spat of remakes in 2015 have been let down after let down. I also wanted to go see this movie without getting too hyped up and reduce the excitement factor. This has been hard considering the massive marketing campaign stuffed down our mouths at every turn. ",-0.1263888888888889,0.44305555555555554
161,"From the virtue signaling of social justice, to the cheap-jack plot-line which was easily discerned in advance, to the awful acting which evoked little but hooting from me, I was, as you can see, disappointed, and in some cases outraged. If you dare to join me, I will explain.",-0.33869047619047615,0.5928571428571429
3793,"Sometimes, when I write a movie review, I struggle to find a starting point. Some movies require a little background or description to help illustrate my points. It can be a pain if the movie is bad or convoluted. It's worse in the case of the latter because I risk giving away too much of the plot. Fortunately for me, Star Wars: The Force Awakens does not fall into these categories. I don't have to say very much at all about the plot to recommend it to you. In fact, I don't think I'll even go into the plot at all for my review.",-0.053437499999999985,0.3783333333333333
4482,Basically a remake of 'New Hope'. Just not a very good one.,-0.0664335664335664,0.458041958041958
706,"Until Star Wars: The Force Awakens came out, I used to trust some well known YouYube Reviewer's opinions. That all changed. How can you give it anything above mediocre is beyond me.",-0.25,0.55
3645,"Thirty years after the defeat of the Galactic Empire, Han Solo (Harrison Ford) and his young allies face a new threat from the evil Kylo Ren (Adam Driver) and the First Order.",-0.12840909090909092,0.546969696969697
3725,Guys... I feel the need to write this review because of all the ridiculous amounts of 1-4 star reviews people are giving this. I'm rating it 10/10 because honestly I loved this movie and there was nothing wrong with it.,-0.04444444444444445,0.9
2117,...and SAD at the same time.,-0.25,0.5625
1800,"But It Is A Fake One
It is filmed by a hack
All talent and dignity is gone
Save us from ugly shorthaired women
We want feminine beauty
Only ones who disagree are gay men
After watching we felt kinda silly.",-0.25666666666666665,0.8916666666666668
26,"So many possibilities to tell stories following the event after killing the Emperor and Darth Vader in Episode VI - and what they opted for!? A re-telling of Episode IV (a lost droid with a ofc important map in his memory, a deathstar again blabla). This is now the 3rd destroyed Deathstar - the engineers of the imperial troops seems to me are not very capable of learning how to secure a Deathstar and the script-writers are in an immense lack of imagination or not daring or probably both. This time a whole planet is the gun - what's next!? Must the rebells/resistance destroy a whole galaxy to get rid of the 4th Deathstar!? Also what I don't like are the zillions of inconsistencies here - no cameras or motion trackers on the base, all the gates and doors open, u just have to push the button or walk through the ofc open gates, and remember the base is a whole planet but ofc the heroes just stumble over each other. Or all the intel the storm-trooper-traitor got about the Deathstar - I mean he was just a storm-trooper of low rank, how the f*** he would know how to bring a planetsized-weapon down!? So in a meeting this dude just says - ah you need a plan how to kill that thing!? Easy! And on top they take a captain of the stormtroopers hostage and she just shut down the shield, and no other commando-post is able to override the shutdown!? It's just ridiculous the more you think about it. Or the scene where the Millennium Falcon is (re)entered by Han Solo and Chewie- looks like the universe is a small neighborhood. Even in my hometown I wouldn't run by coincidence over one of my old cars... Really I try to think of sth I like in this movie - and there is nothing. literally nothing. i don't like all the ""humoresk"" comments through the whole movie, I don't like that every scene has a equivalent scene in one of the old movies, the acting is mediocre, the action is mediocre, everything is predictable, the dialogs - well, never were a strength of the Star Wars movies. Rethinking all the fuss about Star Wars imo there are only two decent movies at all: IV and V, with VI (the Ewoks...) the decline already began. Episode I to III were stuff made for kids (I mean little kids)- droids with humor and afraid of being shot I expect and enjoy (!) in comedy-movies like Wall-E - but not in a sci-fi context like Star Wars. Only III of that trilogy wasn't too bad. So if u didn't see VII already - wait till u can stream it or buy/lend on DVD (wait till its cheap), in a cinema I will never go again to watch a Star Wars movie. JJ Abrams did a great jobs with the 2 Star Trek movies and I hoped he would do great stuff again - but with this work he did a bad job. I know, I know he didn't wrote the script but he got enough influence to put the Star Trek franchise on the next level, why not Star Wars!? Well, how its done Miller showed with Mad Max Fury Road - I had to watch that one 3 times in a row - but this one I will never watch again.",-0.020098824786324774,0.5315857753357754
487,"There isn't much, if any redeeming value in this film. It's awful from start to finish; in that it is consistent. There is no point in getting into the contrived events that take place in this movie as they are not even its biggest flaw. ",-0.11000000000000001,0.54
2536,"First of all, a Star Wars fan here. This should've been arrested and not released by a QA team. Second of all movie is pathetic, waste of time...Star Wars and the force with a boy who keeps taking his mask off give me a brake",-0.2375,0.3333333333333333
774,"This is the worst movie of the franchise, and its worst offense is how it diminished the importance of the Jedi. Until now, the Star Wars universe has centered on the Jedi and Sith facing off in epic battles for control of the universe. The lightsaber battles between each side's masters were what we all waited for in every movie. For TFA to show an ex-Stormtrooper and a young civilian, both with no Force or lightsaber training whatsoever, fighting the primary villain to a draw is a absurd disgrace to the franchise. They should not have stood a chance against Kylo, who was trained to some extent by Luke Skywalker himself. The only sensible sequence would be for Kylo to toy with them and try to enrage Rey to facilitate turning her to the Dark Side...but that didn't happen - as it was shown, Rey could have actually defeated Kylo. It is a farce and completely ruined an already severely damaged movie. ",-0.2136363636363636,0.6090909090909091
791,I am so disappointed with the new Star Wars. So disappointed in fact that I was actually a bit sad. This movie is a typical big budget Hollywood film who enormous unrealistic plot holes. Literally no character development of new ideas. ,-0.2393939393939394,0.6009090909090908
1853,I thought it will be better movie. It is predictable and shallow. I believe Rey will be Luke's daughter in next episode. Its starting to look like Spanish series. ,-0.005555555555555554,0.26666666666666666
4275,I've been a Star Wars fan since 1977 and although I'm no Jar Jar advocate I've enjoyed every movie in the saga; even the weak and poorly written Phantom Menace.,-0.09166666666666667,0.6416666666666666
2335,"This new Star Wars movie looks like the uninteresting saga of Transformers which includes everything that any Star Wars fan hates: lots of explosions, poor CGI and bad timing jokes. I am in fact surprised that Rey was not wearing a hot cleavage.",-0.12272727272727271,0.6942424242424242
2235,"I put a 6/10 by respect for the two first saga but seriously... what a crap! Swimming leia, Han Solo the legend killed by a crying baby, is this a joke? Where is the scenario? I think this ""movie"" is a commercial for toys",-0.2472222222222222,0.39999999999999997
3165,"I watched and observed. I planned and plotted. At the stroke of midnight I jumped over the wall of LucasFilms headquarters and evaded the security camera and the guards. I scooted to the building's far wall in less than six seconds and broke through the unwired basement window. I was in, but there was still a long way to go and motion detectors to avoid!",-0.04305555555555555,0.48888888888888893
528,It's just a rehash of Star Wars IV with lame modern troupes,-0.11666666666666668,0.35000000000000003
950,"sorry but I cannot believe how overrated this movie is. As someone who grew up on the original trilogy, and then subsequently had to endure the complete tripe that was Episodes I-III, I would've thought that they would at least leave what was left of Star Wars intact and not contaminate or spoil it any further.",-0.04642857142857142,0.4428571428571429
1279,"What can I say?
Incompetent idiots running the show do not know what Star Wars is all about. Hollywood is going downhill with its lazy writing and over-dependence of technical digital movie stunts.
The critics who give this Sequel 10/10 are either paid by Disney or are plain stupid.",-0.34489795918367344,0.517687074829932
1276,"I was told by a friend that I went to The Force Awakens with my mind already made up. I am not in the habit of going to midnight screenings to waste my hard earned money. I was so looking forward to this, I can't firm this up any harder. ",-0.19791666666666666,0.23541666666666666
1267,"Han Solo dominated too much of it, while the female lead was a born at birth master Jedi who requires no training. Han's son, the bad guy, looks like his outfit was made by a 2 year old though.. But we know nothing about why he would have ""turned"" to the dark side. Were Han/Leigha beating him? Come on folks.",-0.10999999999999996,0.32666666666666666
4364,I do not usually write reviews I usually just leave a rating and then leave the page but as I am a fan of the Star Wars series I suppose I should give my opinion and battle against all the idiots saying they would prefer to watch The Phantom Menace all over again.,-0.30833333333333335,0.43333333333333335
448,"This is awful, I could not believe my eyes, I left the cinema sad, frustrated and disappointed. Such a bad plot (in fact a copy of old episodes), no story, no star wars feeling, where is star wars in this movie? ",-0.44375,0.5395833333333334
3283,"I've been waiting since 1983 to know what this gang gets up to after Return of the Jedi. The prequels are stone cold awful... Ep III being the least poorly done. I sat down at the theater with my 2 kids, with a full 12 months of hype and product placement in my mind.",-0.3509259259259259,0.6398148148148147
735,"Lousy movie, stupid, shallow, even more childish than ever. Same sh@t, different outdated gimmicks piled on an ancient concept that never evolved to graduate from a child care center.",-0.2037037037037037,0.5287037037037037
1794,"I went into the cinema excited to watch a Star Wars SEQUEL, came out of the cinema angry wanting a refund.",-0.0625,0.875
2540,"Big budget couldnt save this, its bad.
Is the first and only Star Wars movie I saw so far for which I was constantly checking how much time is left.",-0.018749999999999982,0.45416666666666666
1782,"There is nothing more I can say that hasn't been said. The actors sucked, the plot sucked, the movie was boring as hell, and it didn't feel like star war, more like a fan film. I don't know what they were thinking, I really don't. I waited the entire movie for something interesting to happen, something that felt like star wars, unfortunately that moment never came. The prequels may have been bad for die-hard original trilogy fans, but at least Lucas came up with something original for those. In this one we have the whole nostalgia cash grab, x- wings, death star, scary bad guy in mask, check check check. I cant believe those actors were cast into their roles, the acting was simply terrible, not only the bad guy (when he took his mask off everyone in the cinema laughed out loud, in fact, we all laughed when he took of his mask a second time, it was almost as if the movie was a parody of star wars). I cant begin to go into details about how the movie made no sense, I cant be bothered to waste my breath. Just please, let this be a bad dream.",-0.0895833333333333,0.5621527777777777
4200,"They destroyed it. Bad acting, lame directing and a rehash that sweeps everything that happened in the previous episodes under the rug!
SHAME. Star Wars used to be good.
It is time to move on to something else.",-0.12638888888888886,0.36388888888888893
1136,"Did the world really need ANOTHER Star Wars movie? It depends on who you ask. Star Wars junkies don't count as they're a notoriously biased and juvenile bunch and obviously they can't get enough of all things star wars, no matter how bad or unnecessary they may be. To everybody else, like me, the answer is NO.",-0.19166666666666665,0.5027777777777778
4859,"Compared to the originals, I was disappointed, especially considering the hype. my biggest complaint is in some of the dialog between the original cast members.",-0.16875,0.675
