Review,Polarity,Subjectivity
"That's pretty much the general sentiment about the Episode II, but I would have to disagree because that would imply that The Phantom Menace was any good.  A better assessment might be that Attack of the Clone was no worse. It's basically a bunch of long drawn out sequences involving indiscernible politics (except, perhaps, to the fanatics)  and a painfully forced romance, plus another annoying scene involving a fat, four-armed alien in a diner, punctuated by a string of action sequences that just barely save this film from being a total waste of $9.25.",0.032142857142857126,0.4714285714285714
"I just watched this on DVD last night, having seen it in the theatre. I was very disappointed when I watched the scenes that had been cut, as they fleshed out the story a lot more than the final cut. You learned more about the wasp creatures near the end of the film and why Dooku enlisted their help. Padme's character was a lot more established as well in visits to her parents house and in a confrontation with Dooku.",0.08928571428571427,0.5630952380952381
** out of ****,0.0,0.0
"The fundamental flaws in Star Wars: Episode II - Attack of the Clones are pretty much summed up in a single scene in this film. Anakin Skywalker and Padme Amidala are sitting at a dinner table (?), and decide to share a piece of fruit. And during this entire scene, the piece of fruit is completely computer generated, and it shows. It's horribly obvious when Anakin slices it in half, and becomes downright inexcusable when Padme takes a bite of it. We can see the actors are just miming the motions. God has killed a kitten because of this.",0.013988095238095237,0.38824404761904757
"This was the only Star Wars film of the six in the series that disappointed me. I still like it, overall, but the teen romance didn't do anything for me and took away from the normally more interesting story lines. The romance doesn't take up a lot of time but it features a lot of stupid dialog and leads to a stupid finish in the film.",-0.16874999999999998,0.59375
"I know, I'm in the minority yet again. Am I too kind? No, not at all. Trust me, if I hate a movie, i'll hate it, don't you worry. But i don't know, I just really love this movie. I love the feel yet again. I always liked how this movie has two stories. We have the detective obi wan story ald the Anakin and Padme love story. I love that. I love that Obi Wan needs to investigate a bounty hunter and how we get to see Kamino. I'll always love that detective Obi Wan side. And yes, the love story is a bit cringe, but that's the way dialogue always work in Star Wars. Don't you dare tell me that the OG star wars have the most deep love stories going on. Luke just sees Leia as a beautiful woman and it doesn't go deeper than that. George INTENDED this kind of wooden dialogue. And I love it. Both these stories come together in Geonosis where we see an epic battle that begins the Clone wars. Perfect. Yeah go on, hate me.",0.2395833333333333,0.6020833333333334
"This might be the most intricately detailed and plotted of all the Star Wars films, but judging from all the negative reviewers on this board, I have to wonder if they paid attention long enough to understand what was going on. Conspiracy and double crosses abound, with the introduction of Christopher Lee's character Count Dooku leading the separatist movement against the Republic. Then there's Chancellor Palpatine pulling strings that will eventually give rise to the supremacy of the Sith and the Dark Side of the Force. His flattery of young Anakin Skywalker is recognition of the Jedi's powerful potential, and is intended to hasten his corruption.",0.08,0.5349999999999999
My 'Attack of the Clones' Review:,0.0,0.0
"Star Wars: Episode II - Attack of the Clones is a very eventful, up and down mess of a film, but still quality.",-0.04351851851851852,0.2546296296296296
"In retrospect the prequells were not the worst part of the saga, even though I thought so at the time. But now... sequells and tons of unnecessary tv-shows prove that it is getting worst . Rise of... sorry, I had to ...reverse eating.",-0.725,0.975
"It was with low hopes that I set out to the cinema to watch the latest offering from George Lucas, considering the out-and-out failure of The Phantom Menace, a film which helped to sour the image of the bearded god for thousands of former fans. In the three years since, Lucas seems to have learned something about film-making and has perhaps even managed to recapture some of the magic which was missing from the first movie. The characters have more interactions this time around, the plot isn't as boring and as a whole the film holds together a lot better than it rightfully should.",0.06527777777777777,0.4486111111111111
"An attempt on the life of Senator Padmé leads to Jedi knights Obi-Wan Kenobi and Anakin Skywalker being assigned to protect her. Further information on the assassin leads Obi-Wan to travel to a distant constellation while Anakin and Padmé go undercover to travel to her home planet for safety. While Anakin and Padmé begin to fall for each other, Obi-Wan discovers a factory planet producing a clone army for the Republic. With events appearing to be being controlled by powerful external sources the Jedi's find themselves faced with a battle against a further force within the Trade Federation.",0.012499999999999997,0.4708333333333334
Star Wars Episode II-Attack of the Clones is a story that continues the journey of the Jedi Knights and their fight with evil of the dark federation. The film picks up 10 years later with now Anakin Skywalker growing up and more yet he's still being trained by Obi-Wan you can see that young Skywalker is stubborn and soon may slip to the evil side of the dark empire as the top Jedi masters can even feel it. However in the current time Anakin has started a romance with Padme who use to be a former senator and things are more complex when the empire puts out an assassination attempt out on her life. The Jedi army then has to take her back to Naboo for her protection. Still in this episode it's more of the same of space fighting and good facing evil as it's a build up to a revealing episode III.,-0.04705882352941176,0.45441176470588235
"At least episode i had darth maul and qui gon but this one is just hilariously bad i mean the dialog between young anakin and padme, dear god what were you thinking george.",-0.3031249999999999,0.5385416666666667
"Before seeing Attack of the clones I had seen neither the original star wars nor episode I and I didn't have any particularly strong ambitions to see them, I am a big cult fan but star wars just never really appealed to me.",0.17708333333333334,0.44583333333333336
"Attack of the Clones is the weakest Star Wars prequel. Revenge of the Sith has flaws but also compelling moments; The Phantom Menace at least feels like a Star Wars movie, although a mediocre one. Clones is soulless: sadly, Lucas botches the love story which should have been the emotional core of the film.",-0.08333333333333333,0.7083333333333334
Spoilers herein.,0.0,0.0
"After the great box office The Phantom Menace, George Lucas returns to the penultimate part of its hit series, this being the second in chronological order. Lucas back in the direction and the script alongside Jonathan Hales. As a major news, the Episode II, is the first big-budget film to be shot entirely with digital cameras.",0.1390625,0.27604166666666663
"While I didn't think it was possible for a Star Wars film to be more hated than Episode 1, Episode 2 fits that description according to many fans. Just like The Phantom Menace, this won't be an easy one to talk about because it's often considered the weakest movie in a trilogy that's already been criticized for years. To be fair for just a moment, I didn't think this movie was that unimpressive, but it's still not on par with the original three films. The movie does have more of an emphasis on action this time around, so overall, I feel it's an improvement. Not to mention, it furthers Anakin's story a bit more and we get to see him fight with his inner evil more vigorously. Attack of the Clones takes place about a decade after the events of episode 1. Anakin (Hayden Christensen) is now a Jedi Padawan to Obi-Wan Kenobi, and they have been assigned to protect Padme on the city planet of Coruscant. She's there in order to get the Galactic Senate to authorize creation of a military in order to fight against a separatist movement. This movement is led by Count Dooku (Christopher Lee), who was the mentor to Qui-Gon Jinn from the Phantom Menace. Dooku has turned to the Dark Side and created his own Separatist faction. Anakin, Padme, and Obi-Wan meet up again and Anakin is disappointed to find out the girl he's thought about every day for a decade seems to be indifferent towards him. Little do they all realize that she is being tracked by an assassin named Zam Wessell, who is part of an alien race that can change their physical appearance. Zam tries to kill Padme while she sleeps with two poisonous creatures resembling centipedes, but Anakin and Obi-Wan disrupt her attempt and pursue her in a flying speeder car. After latching onto her speeder and making her crash, Anakin tries to interrogate Zam and find out who she's working for, but someone shoots a toxic dart into her neck to prevent her from talking. Obi-Wan meets with his friend Dexter at a diner to discuss the origin of the strange projectile, and Dex tells him it could have only come from a planet called Kamino which is inhabited by a race of aliens who clone people for use in warfare. Obi-Wan searches some archives and finds out that the planet apparently doesn't exist, and then deduces it was intentionally removed to keep its existence a secret. The Jedi Council tells Obi-Wan to head toward the center of a gravity field where the planet is supposed to be, and he'll find it. After travelling to Kamino, he discovers that they have vast cloning facilities located there and a huge order has been placed by someone named Sifo Dyas in order to build up an army. Obi-Wan talks with a bounty hunter named Jango Fett, who has one of the clones as his son, Boba. All the thousands of clones on Kamino are based on Jango's DNA, and he's also the person who killed Zam to shut her up. Obi-Wan finds out that Dyas has actually been dead for years, and whoever placed the order did so without permission from the Jedi Council. Knowing his ruse has been discovered, Jango and his son try to leave the planet, and Obi-Wan fights Jango in an attempt to stop his starfighter (the Slave 1) from taking off. He's unable to do so, but manages to throw a beacon onto the ship's hull so he knows where they're going. Concurrently, Anakin and Padme get more involved with each other romantically, even though Jedi are supposed to be aloof to this kind of thing. Anakin senses through the Force that his mother is in great pain and decides to go to Tatooine to look for her, disobeying his mandate to protect Padme in the process. Anakin meets up with Watto again who confesses he sold Shmi years ago to someone named Cliegg Lars. After seeking him out and talking with him, Anakin finds that his mother was abducted by tusken raiders and is presumed dead. He makes his way to a distant tusken raider settlement and tries to rescue Shmi, but she dies in his arms. For the first time, Anakin completely loses control of himself and kills absolutely everybody in the camp. Meanwhile, Obi-Wan follows Jango to the planet of Geonosis, where Viceroy Nute Gunray has been trying to assemble a huge droid army. He's also the one responsible for trying to kill Padme. Dooku is here as well, and Obi-Wan is eventually captured. Padme and Anakin fly to Geonosis to help him, but are also captured by overwhelming enemy forces. Padme, Obi-Wan and Anakin are sent to be killed in a gladiatorial style arena featuring large alien animals, but large amounts of Jedi and clone gunships ambush the event. Jango is killed, and Dooku manages to escape on a speeder bike. Anakin and Obi-Wan fly over huge battlefields and come face to face with Dooku in his hideout. Dooku subdues both of them pretty effortlessly, and even though Master Yoda shows up to assist, he still manages to escape to Coruscant. Dooku has with him the plans for an extremely powerful weapon (The Death Star) which will be used as a trump card against the Republic's foes. Finally, Anakin and Padme are married on the planet Naboo. This movie is often considered to be either the worst or second worst Star Wars film, but I didn't think it was that terrible. It does have a lot of boring scenes (mostly the love scenes between Anakin and Padme), but the action scenes are good as ever. A lot of people criticize Hayden's ability to act, which I kind of agree with. Many of the scenes between him and Natalie Portman still make me cringe, and even the latter's character in the movie is put off by him. I did at least appreciate how they show him slowly transitioning to being evil. Once Anakin takes revenge for the death of his mom and starts ranting to Padme about how he should be all powerful, his path to becoming Darth Vader is assured. Christopher Lee in all his glory is also in this, and for me, that alone makes it worth it. Jango Fett was also one of the best things about this movie, since he's one of the most proficient fighters in Star Wars but doesn't have use of the Force. I shouldn't need to clarify, but the soundtrack is once again absolutely great (John Williams always is). Overall, it might be true that Attack of the Clones is one of the weaker Star Wars movies, but it still manages to be better that Episode 1 (even if that's not saying much). It does at least move the story forward in a believable way.",0.0845861018826135,0.5506782945736433
by Dane Youssef,0.0,0.0
"The second movie of the trilogy. After an assassination attempt on Senator Amidala, Obi Wan and Anakin Skywalker are sent to protect her and investigate. The journey towards Vader continues.",-0.1,0.07500000000000001
"Here it is: ""Star Wars Episode II: Attack of the Clones.""  I just went to see the first screening at midnight and here are my thoughts:",0.25,0.3333333333333333
"This is my favorite star wars film out of the sequel trilogy AND out of the whole saga! Simply because of the clone army, I grew up on the clone troopers since ever and I did wish they had more screen time in the film, to see them more often. The writing was a little off, more scenes were really stupid and became a joke/memes. The acting was exaggerated for example Hayden christensen and others. All in all it was fine, good enough.",0.14455128205128207,0.5659340659340659
"Here's why:
This episode tells the story of a young man who doesn't know how to process emotions, and has never been taught to. All he's been told to do is push them down, when there's so much conflict. Padme, is the only person he ever shared a connection with. When he sees her 10 years later, it makes sense that there would be a sense of awkwardness, where he kind of stumbles over his words. I love this story. He begins to try and figure out what to feel, while a growing sense of darkness takes over.",0.17777777777777778,0.48412698412698413
"Rather than listen to the desperate pleas of millions of Star Wars fans worldwide, George Lucas ploughs ahead with Attack of the Clones in precisely the same manner that made The Phantom Menace a disappointment of star destroyer proportions: there's even more boring political subterfuge, even more dreadful CGI, even more ridiculous OTT action sequences (worst bits being Obi Wan and Anakin in pursuit of an assassin and the very silly droid factory sequence), and even more bloody Jar Jar Binks!!",-0.2284313725490196,0.6220588235294118
"While a outstandingly accomplished film technically, the film suffers from some inconsistent performances from the lead actors leading to a lack of audience involvement with the characters.",-0.13333333333333333,0.4333333333333333
"Again, many people hate the prequels because someone told them to do so. That's the most stupid thing I've ever heard.",-0.15,0.725
"""The Final Sacrifice"" has been called the movie that is 100% deus ex machina. Well, here's the TRILOGY that is 100% deus ex machina. Words cannot describe how terribly bad this movie is, but an easy summary, is that every single thing in the movie, is the exact opposite of what would make sense. It is also another perfect example of what happens when movie-related merchandise becomes the goal of movie-making, instead of a bi-product.",0.13027210884353743,0.5663265306122449
